Name;X;Y;Lat;Long
ERITH HIGH STREET;551274;178263;51.483095;0.17719637
ST PAUL'S STATION <>;532073;181293;51.51513;-0.09801991
BURDETT ROAD / ST PAUL'S CHURCH;536900;181696;51.517604;-0.028342628
FERNIE CLOSE;546128;192057;51.608391;0.10886416
KIELDER CLOSE;545962;191923;51.60723;0.10641293
BLACKHEATH / ROYAL STANDARD;540373;177385;51.478014;0.019964847
CLAYHALL / THE GLADE;542848;190612;51.596247;0.060942442
MORDEN CIVIC CENTRE;525614;168433;51.401028;-0.19561637
ROSSMORE ROAD / LISSON GROVE;527306;182230;51.524644;-0.1663429
YORK ROAD;534491;192373;51.614128;-0.058958377
CHIGWELL ROAD;541375;190247;51.593339;0.039543955
CRAVEN CLOSE;510459;181146;51.518444;-0.40941481
WOOLWICH ARSENAL STATION # [DLR];543737;178835;51.490199;0.068962238
WOOLWICH ARSENAL STATION # [DLR];543680;178772;51.489647;0.068116178
ST KATHARINE CREE;533415;181127;51.513323;-0.078754054
DAVENANT ROAD;531945;164890;51.367753;-0.10597189
DUPPAS HILL;531954;164931;51.368119;-0.10582747
WOOLWICH FERRY;543036;179204;51.493692;0.05902163
THE GRAPES;510781;181044;51.517464;-0.40480798
SHIRLEY CLINIC;535020;166132;51.378192;-0.061354323
HA HA ROAD / GRAND DEPOT ROAD;543196;177923;51.482141;0.060805682
QUEEN ELIZABETH HOSPITAL / MAIN ENTRANCE;542610;177516;51.478632;0.052208209
HA HA ROAD / REPOSITORY ROAD;542768;177745;51.48065;0.054574335
MANOR PLACE;525916;164485;51.36548;-0.19267557
MANOR ROAD / APERFIELD ROAD;551877;177757;51.478387;0.18565636
ELGIN AVENUE / CHIPPENHAM ROAD;525068;182201;51.524883;-0.1985955
GREEN DRAGON LANE;532162;194700;51.63559;-0.091698377
OAKEN LANE;515496;163944;51.36283;-0.34245819
OAKEN LANE;515474;163977;51.363131;-0.34276334
MANOR ROAD SOUTH;515274;164517;51.368025;-0.34545988
MANOR ROAD SOUTH;515279;164555;51.368366;-0.34537577
ETHERIDGE ROAD;523125;187555;51.573426;-0.22471636
BLACKFEN ROAD / PENHILL ROAD;547271;174242;51.448021;0.11791596
CHATTERN HILL;507748;171547;51.43269;-0.45139562
CHATTERN HILL;507791;171543;51.432645;-0.45077851
THAMES INNOVATION CENTRE;548803;179388;51.493859;0.14211075
BIGNOLD ROAD;540403;185777;51.553416;0.023736388
BIGNOLD ROAD;540391;185814;51.553751;0.023578176
CATLIN STREET;534473;178245;51.487174;-0.064614101
CATLIN STREET;534398;178275;51.487462;-0.065682234
CROWN ROAD;525542;164677;51.367288;-0.19797727
SUTTON BUS GARAGE;525495;164900;51.369303;-0.19857342
BERTRAM COTTAGES;525006;170286;51.417816;-0.20369956
MERTON PARK TRAM STOP >T<;525118;169970;51.414951;-0.20220118
VINCENT ROAD / WOOLWICH ARSENAL STATION;543771;178775;51.489651;0.069427207
SUTTON CIVIC CENTRE;525806;164093;51.361982;-0.19439337
ST NICHOLAS CENTRE;525739;164440;51.365115;-0.19523261
STATION SQUARE / PETTS WOOD STATION #;544436;167620;51.389247;0.07445185
CROWN ROAD;525697;164791;51.368279;-0.19571161
BERKSHIRE ROAD;536998;184752;51.545041;-0.025743341
OSBORNE ROAD;536828;184907;51.546475;-0.028133131
TOWER GATEWAY STATION [DLR];533677;180813;51.51044;-0.075099621
BILTON ROAD;552380;177665;51.477426;0.19285427
THE BROADWAY;517156;192350;51.617792;-0.3092074
SLADE GREEN ROAD / MANOR ROAD;552555;177534;51.476202;0.19531573
GRANGE WAY;552565;177173;51.472955;0.19530386
GRANGE WAY;552554;177220;51.473381;0.19516588
MANOR ROAD / FROBISHER ROAD;551970;177737;51.478183;0.18698592
COMPTON PLACE;551633;177750;51.47839;0.18214246
BILTON ROAD;552412;177649;51.477273;0.19330781
QUEEN ELIZABETH HOSPITAL / MAIN ENTRANCE;542578;177473;51.478254;0.051730382
THE BROADWAY;517107;192315;51.617487;-0.3099265
QUEEN ELIZABETH HOSPITAL / WEST ENTRANCE;542472;177248;51.476259;0.05011437
RAINSFORD ROAD;519518;183026;51.533498;-0.27827676
TUDWAY ROAD / KIDBROOKE PARK ROAD;541005;175045;51.45683;0.028126799
ROMERO SQUARE;541205;175290;51.458982;0.031101238
TUDWAY ROAD / KIDBROOKE STATION;540913;175603;51.461867;0.027025669
GALLUS SQUARE;540645;175749;51.463246;0.023228473
WINGFIELD SCHOOL;540537;175531;51.461313;0.021588253
WINDLASS PLACE;536558;178670;51.490494;-0.034439023
ST ANN'S HOSPITAL;532451;188701;51.581613;-0.089789204
ST ANNS ROAD / POLICE STATION;532647;188666;51.581252;-0.086975329
SEVEN SISTERS ROAD / KERSWELL CLOSE;533012;188547;51.580097;-0.081755696
RIVERSIDE YOUTH CLUB;536547;178488;51.488861;-0.0346677
SEVEN SISTERS ROAD / PLEVNA CRESCENT;533153;188442;51.57912;-0.079761777
HOWARD ROAD;533365;188310;51.577884;-0.076754176
ERMINE ROAD / ST IGNATIUS CHURCH;533548;188248;51.577284;-0.074138391
HOWARD ROAD;533422;188281;51.57761;-0.075943093
SEVEN SISTERS ROAD / KERSWELL CLOSE;533013;188528;51.579926;-0.081748462
ST ANNS ROAD / POLICE STATION;532598;188663;51.581237;-0.087683227
ST ANN'S HOSPITAL;532364;188691;51.581544;-0.091047852
SELSDON LIBRARY;534973;162176;51.342652;-0.063529233
HAVEN GREEN / EALING BROADWAY STN <> #;517822;180948;51.515179;-0.303411
ST DUNSTANS ROAD;509874;172224;51.438367;-0.42061486
EALING HOSPITAL;514823;180054;51.50776;-0.34690209
EALING HOSPITAL;514824;180070;51.507904;-0.34688248
HIGH BARNET STATION <>;524943;196165;51.650404;-0.19543068
ST DUNSTANS ROAD;509884;172213;51.438266;-0.42047446
HAMPTON / THAMES STREET;514001;169473;51.412826;-0.36214889
GREAT TOWER STREET;533244;180754;51.510012;-0.081357682
BECKENHAM CREMATORIUM;535442;168858;51.402588;-0.054255562
ONSLOW GARDENS;526533;178555;51.491791;-0.17879666
ONSLOW GARDENS;526521;178561;51.491847;-0.17896727
CLARENCE ROAD / NARROW WAY;534887;185197;51.549548;-0.055996659
CHINBROOK ROAD / BARING ROAD;540666;172218;51.431511;0.022128212
ENFIELD TOWN / CHURCH STREET;532624;196567;51.652258;-0.084319584
HUTTON WALK;514376;191410;51.609915;-0.34964972
HUTTON WALK;514328;191425;51.610059;-0.35033771
LONG ELMES;514194;190639;51.603022;-0.35252772
MILNER ROAD;539181;182723;51.526275;0.004915775
MITRE ROAD;539394;183556;51.533708;0.008313569
LEYWICK STREET;539327;183300;51.531424;0.007247037
MILNER ROAD;539171;182660;51.525712;0.004746852
WEST HAM STATION <> # DLR;539163;182909;51.527951;0.004729892
LEYWICK STREET;539284;183269;51.531156;0.006615277
MITRE ROAD;539379;183558;51.53373;0.008098241
ANCHOR AND HOPE LANE;540966;178747;51.490105;0.029041468
CLAPHAM JUNCTION / THE NORTHCOTE;527420;175181;51.46127;-0.16724302
ANCHOR AND HOPE LANE;541068;178594;51.488705;0.030448568
SIDCUP / QUEEN MARY'S HOSPITAL;546084;171070;51.419826;0.099539479
BEDDINGTON GARDENS;528820;163849;51.359114;-0.15121449
BALAAM STREET;540472;183132;51.529631;0.023676217
AVONDALE ROAD;520857;175968;51.469781;-0.26139733
HAREFIELD LIBRARY;505165;190617;51.604581;-0.48285438
HAREFIELD LIBRARY;505131;190631;51.604713;-0.48334095
CHARING CROSS STATION <> #;530185;180502;51.50846;-0.1255049
LITTLE PARK GARDENS;532472;196612;51.652698;-0.08649839
DYSART AVENUE;517531;171634;51.431529;-0.31069777
HOUNSLOW WEST STATION <>;512253;176108;51.47281;-0.38517088
PARLIAMENT HILL FIELDS;528325;186264;51.560666;-0.1501932
FRASER ROAD / BEXLEY ROAD;551116;177995;51.48073;0.17480811
HIGH STREET / CARLTON PARADE;546636;166831;51.381594;0.10572207
GODBOLD ROAD;539178;182525;51.524497;0.004794403
FOREST HILL STATION # / WALDRAM CRESCENT;535485;173030;51.440069;-0.052044286
AMHURST ROAD / DALSTON LANE;534520;185194;51.549609;-0.06128757
HACKNEY DOWNS STATION #;534532;185203;51.549687;-0.061111168
SANDRINGHAM ROAD;534328;185277;51.5504;-0.064023311
SANDRINGHAM ROAD;534355;185272;51.550349;-0.063636046
DOWNS PARK ROAD;534171;185456;51.552046;-0.066218071
DOWNS PARK ROAD;534178;185466;51.552134;-0.066113359
SHACKLEWELL LANE;534041;185680;51.55409;-0.068006651
AMHURST ROAD / SHACKLEWELL LANE;534064;185662;51.553923;-0.06768196
RECTORY ROAD / DOWNS ROAD;534017;185893;51.55601;-0.068271516
RECTORY ROAD / DOWNS ROAD;534015;185960;51.556612;-0.068274837
ABBEY SPORTS CENTRE;544343;183808;51.53473;0.079719082
BARKING ABBEY;544104;184019;51.536687;0.076361944
WELLING HIGH STREET / UPPER WICKHAM LANE;546623;175815;51.462323;0.1092492
HARROW ROAD;507278;173109;51.446818;-0.45768129
TWYFORD ABBEY ROAD;519394;183165;51.534774;-0.28001654
BERESFORD AVENUE;518820;183867;51.541204;-0.28805155
HARROW ROAD;507265;173075;51.446515;-0.45787858
HEATHER PARK DRIVE;519343;183903;51.541417;-0.28050153
TWYFORD ABBEY ROAD;519322;183124;51.534421;-0.28106798
KENMERE GARDENS;519103;183877;51.541234;-0.28396938
KENMERE GARDENS;519133;183889;51.541336;-0.28353294
HEATHER PARK DRIVE;519428;183926;51.541606;-0.27926865
BERESFORD AVENUE;518793;183855;51.541102;-0.28844474
IVEAGH AVENUE;519226;183173;51.534881;-0.28243482
CARDINAL WISEMAN HIGH SCHOOL;514366;182048;51.525774;-0.35283773
GAP ROAD / PLOUGH LANE;525802;171414;51.427777;-0.19185847
WILLESDEN JUNCTION STATION <> #;521787;182936;51.532205;-0.24561154
HARLINGTON ROAD WEST;510889;173833;51.452631;-0.40551432
THEATRE ROYAL STRATFORD;538879;184612;51.543324;0.001309707
HANGER LANE GYRATORY;518370;182738;51.531152;-0.29491651
HANGER LANE GYRATORY;518369;182720;51.53099;-0.29493696
HANGER LANE STATION <>;518623;182582;51.529697;-0.29132338
PARK PLACE;514225;170617;51.423063;-0.3585611
CARLISLE SCHOOL;513901;170577;51.422769;-0.36323179
CARLISLE SCHOOL;513842;170592;51.422916;-0.36407516
ALBURY CLOSE;513530;170607;51.423113;-0.36855569
ALBURY CLOSE;513610;170611;51.423133;-0.36740432
NIGHTINGALE ROAD;513329;170564;51.422767;-0.37145904
NURSERYLANDS SHOPPING CENTRE;512957;170858;51.425483;-0.37671331
ACACIA ROAD;513281;170914;51.425922;-0.37203731
SOUTHGATE STATION <>;529667;194248;51.632108;-0.12789667
CANEY MEWS;523715;186611;51.564814;-0.21653919
PENNINE DRIVE / CLAREMONT ROAD;523797;186638;51.565038;-0.21534728
FAGGS ROAD;510655;174385;51.457638;-0.40870807
CLITTERHOUSE ROAD SOUTH;523582;186924;51.567656;-0.21834705
CLITTERHOUSE ROAD SOUTH;523592;186878;51.56724;-0.21821901
CLAREMONT WAY;523536;187376;51.571728;-0.21885164
CLITTERHOUSE ROAD NORTH;523548;187041;51.568715;-0.21879625
CLITTERHOUSE ROAD NORTH;523552;187107;51.569307;-0.21871539
MAPLEDOWN SCHOOL;523448;187584;51.573617;-0.22004774
CLAREMONT WAY;523510;187341;51.571419;-0.2192389
MAPLEDOWN SCHOOL;523403;187608;51.573842;-0.22068833
ASHFORD COMMON / BLACK DOG;508465;170395;51.422198;-0.44143772
BAYNES CLOSE;534258;197488;51.660147;-0.060361281
LEYS ROAD EAST;536311;197910;51.663445;-0.030534322
LEYS ROAD EAST;536301;197853;51.662936;-0.030701026
FOURACRES;536296;197575;51.660439;-0.030881581
FOURACRES;536284;197511;51.659866;-0.031079892
CASTLE ROAD;536199;198122;51.665377;-0.032070104
OASIS ACADEMY HADLEY;535853;198160;51.665803;-0.03705506
BAYNES CLOSE;534258;197476;51.660039;-0.060365886
GREAT CAMBRIDGE ROAD;534448;197487;51.660093;-0.057616437
GREAT CAMBRIDGE ROAD;534480;197470;51.659932;-0.057160618
LARKSFIELD GROVE;534939;197491;51.660011;-0.050520681
LARKSFIELD ROAD;534816;197469;51.659843;-0.052306321
SHERBORNE AVENUE;535116;197495;51.660004;-0.047961762
SHERBORNE AVENUE;535093;197482;51.659893;-0.048299096
OASIS ACADEMY HADLEY;535807;198156;51.665778;-0.037721322
HERTFORD ROAD;535583;198211;51.666326;-0.040936847
CASTLE ROAD;536265;198132;51.665451;-0.031112508
HERTFORD ROAD;535626;198212;51.666325;-0.040315093
MEADOWS HALL;518353;174945;51.461116;-0.29777261
MEADOWS HALL;518368;174891;51.460627;-0.29757486
THE VINEYARD;518445;174742;51.459272;-0.29651689
THE VINEYARD;518453;174689;51.458794;-0.29641953
ST MATTHIAS CHURCH;518485;174468;51.456801;-0.29603312
ST MATTHIAS CHURCH;518471;174426;51.456426;-0.29624858
CHISHOLM ROAD;518579;174033;51.452872;-0.2948265
PARK ROAD;518731;174352;51.455707;-0.29253302
MARCHMONT ROAD;518819;174542;51.457396;-0.29120331
NORTHUMBERLAND PARK;534809;191144;51.603008;-0.054840527
SUTTON STATION # / THE QUADRANT;526059;163772;51.359041;-0.19087506
ROTHERHITHE TUNNEL;535144;179633;51.499487;-0.054424842
LANCASTER GATE STATION <>;526664;180818;51.512099;-0.17609895
OLD CHURCH STREET;526895;177868;51.485536;-0.17383192
KINGS ROAD;518636;174616;51.4581;-0.29381121
LOWER MORDEN LANE;523712;167423;51.392369;-0.22329619
CROUCH END BROADWAY;530093;188385;51.579322;-0.12391831
ANDERSON DRIVE;508277;171595;51.43302;-0.44377411
SHIRLEY STREET;539709;181318;51.51352;0.011965384
ROGERS ROAD;539935;181344;51.513698;0.015230436
HALLSVILLE PRIMARY SCHOOL;540052;181183;51.512222;0.016851513
TITMUSS AVENUE;547006;180343;51.502909;0.11664168
ANDERSON DRIVE;508248;171584;51.432927;-0.44419448
HAWKSMOOR SCHOOL;546635;180477;51.50421;0.11135595
HAWKSMOOR SCHOOL;546645;180455;51.504009;0.11149079
SOUTHWOOD ROAD;546751;180259;51.502221;0.11293547
ST ELPHEGE'S SCHOOL;530393;163555;51.356113;-0.12874287
TITMUSS AVENUE;547063;180425;51.503631;0.11749648
NORTHWOOD PLACE;548491;179376;51.493833;0.13761472
NORTHWOOD PLACE;548572;179392;51.493955;0.13878738
GLOUCESTER ROAD;537034;187490;51.569636;-0.024158456
NORTHUMBERLAND PARK;534793;191098;51.602598;-0.055089077
GOBIONS AVENUE;550657;191420;51.601475;0.17394488
ASHFORD ROAD;508033;170474;51.422991;-0.44762427
PONSFORD STREET;535531;184878;51.546527;-0.046837188
ST ELPHEGE'S SCHOOL;530406;163659;51.357045;-0.12851819
LEE CONSERVANCY ROAD / POPLAR CLOSE;536659;185362;51.550605;-0.030392226
GEORGE LANE SHOPPING CENTRE;540335;190303;51.594102;0.02456265
GEORGE LANE SHOPPING CENTRE;540329;190345;51.594481;0.024492871
RAYDON STREET;528800;186616;51.563721;-0.14321592
KENTON AVENUE;511748;169518;51.413679;-0.39451719
VECTIS ROAD;528808;170427;51.418233;-0.14900267
AMERICAN UNIVERSITY;518469;173829;51.451061;-0.29647709
FERRY LANE PRIMARY SCHOOL;534512;189111;51.58481;-0.059904996
ERSKINE CRESCENT;534505;189269;51.586231;-0.059945488
ERSKINE CRESCENT;534516;189297;51.58648;-0.059776092
FERRY LANE;534576;189423;51.587598;-0.058862319
FERRY LANE;534623;189405;51.587425;-0.058191215
MOUNT PLEASANT;504490;190754;51.605938;-0.4925567
EDENHAM WAY;524665;181919;51.522438;-0.20450117
EDENHAM WAY;524681;181901;51.522273;-0.20427704
PERCY ROAD;513192;169569;51.413851;-0.37374597
DANEBURY AVENUE / MINSTEAD GARDENS;521822;174039;51.452238;-0.248175
WALLINGTON / SHOTFIELD;528824;163692;51.357702;-0.15121389
ANGEL STATION <>;531355;183142;51.531914;-0.10767257
SIDCUP STATION #;546409;172613;51.433607;0.10484722
CROYDON ROAD / WALLINGTON GREEN;528671;164788;51.367586;-0.15301384
VICARAGE RD / WANDLE PARK TRAM STOP >T<;531407;165305;51.371607;-0.11354258
SHORTWOOD AVENUE;504953;172178;51.438885;-0.49140072
SHORTWOOD AVENUE;504941;172144;51.438582;-0.49158337
SANDERSTEAD / ALL SAINTS CHURCH;534043;161299;51.334991;-0.077203317
PENTONVILLE ROAD / BARON STREET;531349;183127;51.53178;-0.10776461
NORTH CHEAM / QUEEN VICTORIA;523482;165112;51.371649;-0.22740286
BROOK GREEN;523955;178705;51.493709;-0.21585827
TURNPIKE LANE STATION <>;531549;189569;51.589624;-0.1024747
PARK AVENUE;539532;170490;51.416263;0.005146269
MALDEN ROAD;521473;167602;51.394461;-0.2553996
BRIXTON STATION <> #;531018;175380;51.462238;-0.11540762
ANGEL ISLINGTON / CITY ROAD;531559;183118;51.53165;-0.10474223
ALMA AVENUE;554678;186383;51.555131;0.22974097
FULHAM TOWN HALL;525429;177156;51.479464;-0.19518677
HAVERING SIXTH FORM COLLEGE;554818;187119;51.561705;0.23208253
HAVERING SIXTH FORM COLLEGE;554780;187058;51.561167;0.23150794
LEE GARDENS AVENUE;555007;187463;51.564744;0.23495847
HERBERT ROAD;555164;187896;51.568591;0.23741273
HERBERT ROAD;555157;187828;51.567982;0.23728181
PLUMSTEAD BUS GARAGE;544670;178998;51.491426;0.082458185
PLUMSTEAD ROAD / PLUMSTEAD STATION #;544749;178880;51.490346;0.083546958
EUSTON STATION <>#;529642;182620;51.527618;-0.13254634
EUSTON STATION <>#;529658;182632;51.527722;-0.13231141
EUSTON STATION <>#;529689;182642;51.527805;-0.13186111
TIMES SQUARE;525975;164293;51.363742;-0.19189648
NICKELBY CLOSE;547211;181066;51.509352;0.11989464
HOVETON ROAD;546960;181004;51.508861;0.11625461
CURLEW CLOSE;547538;180768;51.50659;0.12447861
POPLAR PLACE;547269;180661;51.505698;0.12056081
ANNESLEY ROAD;540581;176772;51.472454;0.022714319
ST ASAPH ROAD;535988;175681;51.463772;-0.043793596
AVIGNON ROAD / DRAKEFELL ROAD;535975;175905;51.465788;-0.043894538
THOMAS TALLIS SCHOOL;540946;175809;51.46371;0.027582428
THOMAS TALLIS SCHOOL;540948;175775;51.463404;0.027597656
THOMAS STREET;543529;178885;51.490701;0.065988663
COPTHORNE GARDENS;555068;188450;51.573595;0.23627301
PARKSTONE AVENUE;555199;188176;51.571097;0.23804089
HUBBARDS CHASE / WINGLETYE LANE;555081;188723;51.576044;0.23658087
COPTHORNE GARDENS;555054;188561;51.574596;0.23612011
HUBBARDS CLOSE;555297;188845;51.577081;0.23974931
ESSEX GARDENS;555009;188963;51.57822;0.23564852
KIDBROOKE WAY;540891;176134;51.466644;0.026920629
KIDBROOKE WAY;540914;176132;51.46662;0.027250725
KIDBROOKE PARK CLOSE;540669;176573;51.470644;0.02390136
KIDBROOKE PARK CLOSE;540641;176610;51.470983;0.023513211
ANNESLEY ROAD;540534;176849;51.473158;0.022068657
SUNNYDENE AVENUE;538898;192345;51.612807;0.00463905
LONGBRIDGE ROAD;545238;185122;51.546307;0.093155539
NURSERYLANDS SHOPPING CENTRE;513018;170902;51.425867;-0.3758223
COURTLANDS AVENUE;513017;170560;51.422793;-0.37594565
COURTLANDS AVENUE;512994;170586;51.423031;-0.37626801
JAMES LANE;538682;187906;51.572972;-0.000231232
HAINAULT ROAD;538766;187827;51.572241;0.000948907
CLARE ROAD;538918;188135;51.574972;0.003262456
PETERBOROUGH ROAD;538800;188026;51.574021;0.001517745
CLARE ROAD;539012;188224;51.575748;0.004653221
LIMERSTON STREET;526615;177593;51.483127;-0.17796084
ACACIA ROAD;513245;170908;51.425875;-0.3725568
BERESFORD ROAD;532695;185182;51.549933;-0.087597159
WEMBLEY ARENA;519115;185813;51.558631;-0.28314154
WEMBLEY ARENA;519184;185806;51.558554;-0.28214905
OLYMPIC WAY;519497;185813;51.55855;-0.2776338
OLYMPIC WAY;519484;185822;51.558634;-0.27781818
FIRST WAY;519642;185744;51.5579;-0.27556663
BROCKILL CRESCENT;536003;175420;51.461423;-0.043678109
OLDFIELD LANE SOUTH;514231;182302;51.528085;-0.35470057
VAUXHALL BRIDGE ROAD;529938;178458;51.490148;-0.12981407
TATE BRITAIN;530041;178672;51.492047;-0.12825258
HARRODS;527524;179431;51.499441;-0.16421377
ALDWYCH;530685;181029;51.51308;-0.11810922
LAMBETH BRIDGE;530519;178818;51.493249;-0.12131739
ANGEL STATION <>;531490;183306;51.533356;-0.10566626
ANGEL STATION <>;531502;183329;51.53356;-0.10548478
PLUMSTEAD ROAD / PLUMSTEAD STATION #;544770;178874;51.490286;0.083846765
BERESFORD ROAD;532658;185178;51.549905;-0.088131979
LEE GARDENS AVENUE;554993;187358;51.563804;0.23471039
FULMER CLOSE;512536;171044;51.427239;-0.382707
STANBOROUGH CLOSE;512711;170896;51.425874;-0.38023797
OLD FARM ROAD;512598;170676;51.423919;-0.38193242
CLEVELAND AVENUE;512800;170491;51.422216;-0.3790872
PERCY ROAD;513094;170527;51.422481;-0.37484921
NIGHTINGALE ROAD;513332;170573;51.422847;-0.37141303
THE COPPICE/SCHOOL ROAD;507702;170945;51.427287;-0.45223993
ASHFORD WAR MEMORIAL;507061;171519;51.432568;-0.46128298
GABLES AVENUE;506777;171195;51.429709;-0.4654644
FORDBRIDGE ROUNDABOUT;506386;170950;51.427581;-0.47116005
FORDBRIDGE ROUNDABOUT;506360;170948;51.427567;-0.47153448
GABLES AVENUE;506737;171180;51.429582;-0.46604407
THE COPPICE;507743;170887;51.426758;-0.45166805
THAMES INNOVATION CENTRE;548794;179411;51.494068;0.14199089
MIRAMAR WAY;553728;185323;51.545866;0.21558603
KNIGHTSBRIDGE GARDENS;550910;188574;51.575836;0.17637254
CROWN LANE SPUR;541825;167499;51.388818;0.036903868
TUBBENDEN LANE SOUTH;544562;164307;51.359445;0.074914884
PLENDER STREET;529230;183506;51.535675;-0.13815729
MARKS GATE BILLET ROAD;548489;190255;51.591582;0.14217215
WALLINGTON STATION #;528857;164036;51.360786;-0.15061569
WALLINGTON STATION #;528860;164025;51.360686;-0.15057661
FELTHAM ROAD;507499;171467;51.432018;-0.45500043
ST GEORGE'S HOSPITAL;526905;171094;51.424656;-0.17611607
ABBEY SCHOOL;545215;185254;51.547499;0.092878514
LONDON ROAD SYNAGOGUE;517913;192704;51.620815;-0.29815953
ROCHESTER WAY / WELLING WAY;544245;175726;51.462134;0.075005906
ROCHESTER WAY / WELLING WAY;544293;175648;51.461421;0.075664572
GALLIONS REACH HEALTH CENTRE;546527;180699;51.506232;0.10989315
GALLIONS REACH HEALTH CENTRE;546600;180657;51.505836;0.11092679
LINTON MEAD PRIMARY SCHOOL;546722;180842;51.507467;0.11276027
LINTON MEAD PRIMARY SCHOOL;546723;180822;51.507287;0.11276635
HOVETON ROAD;546996;181059;51.509345;0.11679589
NICKELBY CLOSE;547219;181080;51.509476;0.12001568
EASTGATE CLOSE;547645;181041;51.509015;0.12613343
MANORDENE ROAD;547549;181078;51.509372;0.12476659
LISTER WALK;547685;180777;51.506632;0.12659892
POPLAR PLACE;547343;180720;51.506209;0.12165089
ENFIELD TOWN STATION;532868;196528;51.65185;-0.0808095
LADY DOCK PATH / THE SHIP YORK;536367;179503;51.498026;-0.036866826
ALDGATE BUS STATION;533653;181194;51.513869;-0.075300946
WHITEHALL ROAD / BANCROFTS SCHOOL;540445;193101;51.619217;0.027269343
GARRATT LANE / SOUTHSIDE SHOPPING CENTRE;525658;174576;51.456226;-0.19280725
ROTHERHITHE TUNNEL;535140;179645;51.499596;-0.054477841
AVELON ROAD;550813;191664;51.603625;0.17630046
AVELON ROAD;550743;191590;51.602979;0.17525868
ELLERSLIE ROAD;522623;180298;51.508316;-0.23448229
WESTWAY;522553;180910;51.513832;-0.2352779
JANET ADEGOKE LEISURE CENTRE;522605;180617;51.511187;-0.23463071
BRUNSWICK QUAY;535929;179205;51.495453;-0.043287453
ONEGA GATE;536196;179350;51.496692;-0.039387731
BRUNSWICK QUAY;535992;179260;51.495932;-0.042359309
MAGNOLIA COURT;518631;187978;51.578191;-0.28938981
MAGNOLIA COURT;518680;187984;51.578234;-0.28868099
THE GARTH;518829;188261;51.580692;-0.28643811
THE GARTH;518844;188276;51.580824;-0.28621666
KINGSBURY CIRCLE / THE MALL;519085;188678;51.584386;-0.28260398
KINGSBURY CIRCLE / THE MALL;519076;188644;51.584083;-0.28274534
MARGARET STREET / OXFORD CIRCUS;528987;181327;51.516148;-0.14245599
QUEENSBRIDGE ROAD / FOREST ROAD;533946;184589;51.544309;-0.069791096
HILLCROSS AVENUE / THE BEVERLEY;523808;167323;51.391449;-0.22195195
HANCOCK ROAD;538103;182751;51.526791;-0.010602627
PUTNEY BRIDGE STATION <>;524499;175876;51.468166;-0.2090225
DOWNTOWN ROAD;536460;179745;51.500178;-0.035434385
RUSSIA DOCK ROAD;536414;180056;51.502984;-0.035976526
BYWATER PLACE;536363;180237;51.504623;-0.036640944
PETER HILLS SCHOOL;536072;180335;51.505573;-0.040793329
PETER HILLS SCHOOL;536007;180337;51.505607;-0.041728525
BYWATER PLACE;536386;180223;51.504491;-0.036315172
RUSSIA DOCK ROAD;536429;180050;51.502926;-0.035762865
LADY DOCK PATH / THE SHIP YORK;536419;179589;51.498786;-0.036084958
ONEGA GATE;536225;179355;51.49673;-0.038968299
ARTERBERRY ROAD;523328;170308;51.418381;-0.22781045
WOODHAYES ROAD;523149;170293;51.418285;-0.23038854
HAILEY ROAD;549368;179464;51.494393;0.15027555
RICHMOND BUS STATION;517885;174710;51.459101;-0.30458427
SUTTON BUS GARAGE;525433;164857;51.36893;-0.19947877
HAYWARD GARDENS;523330;174153;51.452936;-0.22644385
HAYWARD GARDENS;523447;174189;51.453234;-0.22474832
STONELEIGH PLACE;523847;180592;51.510692;-0.2167513
RICHMOND BUS STATION;517888;174722;51.459208;-0.30453712
GREAT PORTLAND STREET STATION <>;528865;182187;51.523904;-0.14389905
GOLDERS MANOR DRIVE;524108;188362;51.580464;-0.21025433
HIGHLEVER ROAD;523312;181723;51.520973;-0.22406139
HARMOOD STREET;528481;184630;51.545946;-0.14854037
HOLLOWAY ROAD / CAMDEN ROAD;530758;185901;51.556846;-0.11525015
ARCHWAY STATION <> / HIGHGATE HILL;529361;186846;51.56566;-0.13504249
TUFNELL PARK STATION <>;529247;185881;51.557014;-0.13704073
ARNOS GROVE STATION <>;529298;192470;51.616215;-0.13388083
CLIFTON ROAD;526432;182343;51.525856;-0.17889378
WOOLWICH HIGH STREET;543379;179228;51.493821;0.063968795
BERESFORD SQ / WOOL'CH ARSENAL STN [DLR];543720;178988;51.491578;0.068779786
CALDERWOOD STREET;543404;178893;51.490805;0.064192677
BRENT ROAD;543755;177238;51.475844;0.068571798
COLMAN ROAD;541339;181739;51.516898;0.03560826
BECKTON SCHOOL;541633;181726;51.516707;0.039837332
BECKTON SCHOOL;541587;181738;51.516827;0.039179643
COLMAN ROAD;541328;181748;51.516981;0.035453439
BURRAGE ROAD;544011;178864;51.49039;0.072917916
BECKTON DISTRICT PARK;541871;181715;51.516549;0.043260646
BECKTON DISTRICT PARK;541925;181722;51.516598;0.044041181
DOVE APPROACH;542097;181715;51.516492;0.046515538
DOVE APPROACH;542106;181704;51.516391;0.046640727
SWALLOW STREET;542562;181694;51.516186;0.053204032
SWALLOW STREET;542537;181687;51.51613;0.052841154
TOLLGATE ROAD;543044;181768;51.51673;0.060175778
REDCLIFFE GARDENS;525703;178249;51.489226;-0.19085451
OLD STREET STATION <> #;532741;182652;51.527186;-0.087887283
KILN MEWS;526678;171309;51.426639;-0.17930244
